id_estacion,id_usuario,fecha_ingreso,codigo,anio,mes,dia,rr,hora,fecha_toma
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,10,3.1,07,2022-04-10 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,10,0.0,13,2022-04-10 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,10,0.0,19,2022-04-10 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,11,0.0,07,2022-04-11 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,11,0.0,13,2022-04-11 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,11,0.0,19,2022-04-11 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,12,0.0,07,2022-04-12 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,12,0.0,13,2022-04-12 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,12,0.0,19,2022-04-12 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,13,0.0,07,2022-04-13 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,13,0.0,13,2022-04-13 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,13,0.0,19,2022-04-13 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,14,0.0,07,2022-04-14 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,14,0.0,13,2022-04-14 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,14,0.0,19,2022-04-14 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,15,0.0,07,2022-04-15 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,15,0.0,13,2022-04-15 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,15,0.0,19,2022-04-15 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,16,0.0,07,2022-04-16 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,16,0.0,13,2022-04-16 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,16,7.4,19,2022-04-16 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,17,0.2,07,2022-04-17 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,17,0.0,13,2022-04-17 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,17,5.4,19,2022-04-17 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,18,6.4,07,2022-04-18 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,18,0.0,13,2022-04-18 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,18,24.1,19,2022-04-18 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,19,33.1,07,2022-04-19 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,19,0.0,13,2022-04-19 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,19,1.2,19,2022-04-19 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,20,0.6,07,2022-04-20 07:00:00
